brand,name,description,category,product_type,cleaned_desc
l'oreal,L'Oreal Paris True Match Lumi Cushion Foundation,"Liquid foundation revolutionized – a fresh luminous glow in a tap. Introdu  ng the new L'Oreal Paris True Match Lumi Cushion, an innovative cushion drenched in liquid foundation. Tap a little for a fresh natural glow, tap on more to build a new level of luminous coverage.Features:Effortless applicationCompletely buildableOn-the-go coverageFormulated with Pre  se Match Technology to match your skin’s tone and textureAvailable in 8 true-to-skin shadesFinish: fresh & luminousCoverage: sheer to medium, buildable coverageFor all skin types",liquid,foundation,liquid foundation revolutionized fresh luminous glow tap introdu  ng new oreal paris true match lumi cushion innovative cushion drenched liquid foundation tap little fresh natural glow tap build new level luminous coverage feature effortless applicationcompletely buildableon go coverageformulated pre  se match technology match skin tone textureavailable true skin shadesfinish fresh luminouscoverage sheer medium buildable coveragefor skin type
cargo cosmetics,Cargo Cosmetics OneBase for Face,"Many women don’t need foundation everywhere.  
OneBase™ allows you to cover areas around the eyes, nose and mouth to 
conceal imperfections.  It then blends out perfectly to natural skin. Cargo's OneBase combines superior coverage and pre  sion application in the ease of a 
sleek tube and wand combination. It is the perfect product for those who
 do not want full-face foundation coverage – designed for natural 
coverage in key fa  al areas. Nourishing ingredients and conditioning 
properties provide moisture to the skin. Fragrance free and excellent 
for delicate, sensitive skin with essential essences that condition the 
skin and will not clog the pores. 


Features:
Nourishing ingredients and conditioning properties provide moisture to the skinFragrance -free and excellent for delicate, sensitive skin Sold in a sleek, malleable metal tube with a touch wand that is both easy and practical ALL SKIN TYPESKey Ingredients: Vitamin E helps the skin to fight the damaging effects of the
 env ment and helps to moisturize the skin and repair minor damage 
found on the surface of the skinChamomile Extract  is a natural essential essence that is 
ideal for dry and sensitive skin types. Its naturally soothing and 
relaxing properties make it an exceptional ingredient for skin care 
productsAvocado Extract  is rich in natural vitamins that help to nourish the skinShade Range: Application: Using enclosed touch wand, dab OneBase to key areas of the face blend out with finger tipsUse under the eyes and on eyelids to brighten the eye area and prime the lids for shadowIf desired, OneBase can be used alone as a foundation replacement for
 key fa  al areas, or under liquid foundation for full-face coverageIngredients: Water (Aqua), Cyclomethicone, Propylene Glycol, Talc, Triethanolamine, 
Polyglyceryl-3 Diisostearate, Dimethicone Copolyol, Sodium Chloride, 
Methylparaben, Methicone, Propylparaben, Tribehenin, Tocopheryl Acetate,
 Anthemis Nobilis Flower Extract, Aloe Barbadensis Extract, Persea 
Gratissima (Avocado) Oil, Retinyl Palmitate, Glycosaminoglycans, Sodium 
Chondroitin Sulfate. May Contain (+/-): Titanium Di  (   77891), 
   s (   77491,    77492,    77499), Carmine (   75470), Chromium
   Green (   77288), Manganese Violet (   77742), Ultramarines (   
77007).",liquid,foundation,many woman need foundation everywhere onebase allows cover area around eye nose mouth conceal imperfection blend perfectly natural skin cargo onebase combine superior coverage pre  sion application ease sleek tube wand combination perfect product want full face foundation coverage designed natural coverage key fa  al area nourishing ingredient conditioning property provide moisture skin fragrance free excellent delicate sensitive skin essential essence condition skin clog pore feature nourishing ingredient conditioning property provide moisture skinfragrance free excellent delicate sensitive skin sold sleek malleable metal tube touch wand easy practical skin typeskey ingredient vitamin help skin fight damaging effect env ment help moisturize skin repair minor damage found surface skinchamomile extract natural essential essence ideal dry sensitive skin type naturally soothing relaxing property make exceptional ingredient skin care productsavocado extract rich natural vitamin help nourish skinshade range application using enclosed touch wand dab onebase key area face blend finger tipsuse eye eyelid brighten eye area prime lid shadowif desired onebase used alone foundation replacement key fa  al area liquid foundation full face coverageingredients water aqua cyclomethicone propylene glycol talc triethanolamine polyglyceryl diisostearate dimethicone copolyol sodium chloride methylparaben methicone propylparaben tribehenin tocopheryl acetate anthemis nobilis flower extract aloe barbadensis extract persea gratissima avocado oil retinyl palmitate glycosaminoglycans sodium chondroitin sulfate may contain titanium di                  carmine    chromium   green    manganese violet    ultramarine   
physi  ans formula,Physi  ans Formula Youthful Wear Spotless Foundation,"Physi  ans Formula Youthful Wear Spotless Foundation is the 1st-to-Market ultra-fluid foundation delivers skin-perfecting coverage, an incredible sensorial experience and a finish so natural, it looks invisible on the skin.The 35% silicone formula creates a revolutionary, weightless liquid veil texture, combining the best of both worlds: flawless, spotless coverage + the feeling you have no makeup on at all.With just one drop, skin is immediately brighter, smoother and more even!Hypoallergenic. Paraben-Free. Gluten Free. Dermatologist approved. Non-Comedogenic. Clinically Tested. ",liquid,foundation,physi  an formula youthful wear spotless foundation st market ultra fluid foundation delivers skin perfecting coverage incredible sensorial experience finish natural look invisible skin silicone formula creates revolutionary weightless liquid veil texture combining best world flawless spotless coverage feeling makeup one drop skin immediately brighter smoother even hypoallergenic paraben free gluten free dermatologist approved non comedogenic clinically tested
annabelle,Annabelle SkinTrue Foundation,"
        Truly flawless, natural-looking skin is what you can expect 
from Annabelle SkinTrue Foundation. Its oil-Free, soft and matte finish makes you feel
 like you're wearing nothing at all, just beautiful skin. It blends 
easily to even out the skin tone yet feels extremely light and natural. 
Oil-Free. Shade Range: ",liquid,foundation,truly flawless natural looking skin expect annabelle skintrue foundation oil free soft matte finish make feel like wearing nothing beautiful skin blend easily even skin tone yet feel extremely light natural oil free shade range
almay,Almay Smart Shade Skintone Matching Makeup ,"Almay Smart Shade™ makeup makes it easy to find “the one” with just three skintone-adjusting shades to choose from, not hundreds! It adjusts to the natural tones and nuances of your skin with breakthrough new Almay ToneMimic™ shade-sensing bead technology which intuitively transforms to your skintone for all day natural looking coverage in your perfect shade. Contains broad spectrum SPF 15. HYPOALLERGENIC. DERMATOLOGIST TESTED. MADE FOR SENSITIVE SKIN.Shade Range: ",liquid,foundation,almay smart shade makeup make easy find one three skintone adjusting shade choose hundred adjusts natural tone nuance skin breakthrough new almay tonemimic shade sensing bead technology intuitively transforms skintone day natural looking coverage perfect shade contains broad spectrum spf hypoallergenic dermatologist tested made sensitive skin shade range
l'oreal,L'Oreal Visible Lift Serum Absolute,"Introdu  ng a breakthrough in age minimizing makeup.Only Visible Lift Serum Absolute features an age reversing serum of 5 ingredients in 1 luminous makeup. This new makeup instantly evens skin tone with a luxuriously lightweight formula that doesn't settle into lines and wrinkles.In 4 weeks, the potent formula addresses 5 sighs of aging to visibly transform skin to smoother, firmer, brighter, even, flawless.5 proven results :

45% more even skin tone
72% saw more youthful skin
75% reduction inf ine lines and wrinkles
79% saw fewer imperfections
90% saw smoother skin

Finish : LuminousCoverage : MediumSkin Type : All skin types",liquid,foundation,introdu  ng breakthrough age minimizing makeup visible lift serum absolute feature age reversing serum ingredient luminous makeup new makeup instantly even skin tone luxuriously lightweight formula settle line wrinkle week potent formula address sigh aging visibly transform skin smoother firmer brighter even flawless proven result even skin tone saw youthful skin reduction inf ine line wrinkle saw fewer imperfection saw smoother skin finish luminouscoverage mediumskin type skin type
almay,Almay Smart Shade Anti-Aging Skintone Matching Makeup,"Almay Smart Shade™ anti-aging makeup makes it easy to find “the one” with just three skintone-adjusting shades to choose from, not hundreds! It adjusts to the natural tones and nuances of your skin with breakthrough new Almay ToneMimic™ shade-sensing bead technology which intuitively transforms to your skintone for your perfect shade while helping to erase flaws and imperfections. 4 out of 5 women saw an instant reduction in the appearance of fine lines and wrinkles. Helps protect against sun damage with broad spectrum SPF 20. HYPOALLERGENIC. DERMATOLOGIST TESTED. MADE FOR SENSITIVE SKIN. Shade Range: ",liquid,foundation,almay smart shade anti aging makeup make easy find one three skintone adjusting shade choose hundred adjusts natural tone nuance skin breakthrough new almay tonemimic shade sensing bead technology intuitively transforms skintone perfect shade helping erase flaw imperfection woman saw instant reduction appearance fine line wrinkle help protect sun damage broad spectrum spf hypoallergenic dermatologist tested made sensitive skin shade range
almay,Almay Truly Lasting Color Makeup,"Longwear meets skincare.tlc truly lasting color makeup delivers up to 16 hours of flawless coverage that won't rub off - even in heat and humidity. Plus, it nourishes skin with antioxidant green tea to protect, vitamin E to help smooth and lemon extract to brighten... for all day, natural radiance. Now, that's tlc.hypoallergenic • oil-free • won't clog pores • dermatologist tested",liquid,foundation,longwear meet skincare tlc truly lasting color makeup delivers hour flawless coverage rub even heat humidity plus nourishes skin antioxidant green tea protect vitamin help smooth lemon extract brighten day natural radiance tlc hypoallergenic oil free clog pore dermatologist tested
covergirl,CoverGirl Outlast Stay Fabulous 3-in-1 Foundation ,"CoverGirl Outlast Stay Fabulous 3-in-1 foundation is an all-in-one foundation with a long-lasting formula that fuses primer, 
concealer, and foundation in one easy step! The 3-in-1 formula provides a
 flawless look that lasts all day long.Features: All day, longwear formulaPrimer, concealer, and foundation in oneSmooth, flawless finishFoundation + Sunscreen SPF 20",liquid,foundation,covergirl outlast stay fabulous foundation one foundation long lasting formula fuse primer concealer foundation one easy step formula provides flawless look last day long feature day longwear formulaprimer concealer foundation onesmooth flawless finishfoundation sunscreen spf
l'oreal,L'Oreal Paris True Match Lumi Healthy Luminous Foundation,"Finally, makeup that creates skin so healthy - it's luminous.True Match Lumi Healthy Luminous Makeup combines 3 powerful ingredients that work to improve your complexion the more you wear them. 40% pure water for all-day hydration;Antioxidants and Vitamins C and E for improved clarity and skin tone and;Liquid Light Technology for an instant, luminous glowIsn't it time your met your match?Additional Features: SPF 20Lightweight, buildable coverage that lasts up to 8 hoursFor all skin typesSafe for sensitive skinNon-Comedogenic. Dermatologist tested. Allergy tested. ",liquid,foundation,finally makeup creates skin healthy luminous true match lumi healthy luminous makeup combine powerful ingredient work improve complexion wear pure water day hydration antioxidant vitamin improved clarity skin tone liquid light technology instant luminous glowisn time met match additional feature spf lightweight buildable coverage last hoursfor skin typessafe sensitive skinnon comedogenic dermatologist tested allergy tested
l'oreal,L'Oreal Paris Infallible Pro-Matte Foundation,"Longwear foundation without the compromise. Never masky, never cakey, never dull – Infallible Pro-Matte™ is L’Oréal’s next generation of longwearing makeup.The micro-sponge technology absorbs excess oil and shine to create a dimensional matte finish without the need for a heavy or caked-on look. Use a sponge to buff it out for a sheer and natural look or apply in layers for more complete coverage. ",liquid,foundation,longwear foundation without compromise never masky never cakey never dull infallible pro matte al next generation longwearing makeup micro sponge technology absorbs excess oil shine create dimensional matte finish without need heavy caked look use sponge buff sheer natural look apply layer complete coverage
revlon,Revlon ColorStay Makeup for Normal / Dry Skin,"Revlon ColorStay Makeup provides longwearing coverage with a lightweight 
formula that won’t cake, fade, or rub off.  With Time Release 
Technology, this oil-free, moisture-balance formula is espe  ally 
formulated for normal or dry skin to continuously provide hydration.Features: Makeup feels comfortable and wears for up to 24 hours
Medium to full coverage
Comes in a range of beautiful shades

	                    ",liquid,foundation,revlon colorstay makeup provides longwearing coverage lightweight formula cake fade rub time release technology oil free moisture balance formula espe  ally formulated normal dry skin continuously provide hydration feature makeup feel comfortable wear hour medium full coverage come range beautiful shade
dr. hauschka,Dr. Hauschka Foundation,"Dr. Hauschka Foundation features pomegranate essence, macadamia and coconut oil that preserve the moisture 
content of the skin and offer it protection. Available in five shades, 
the foundation does not cover the skin but instead balances out 
unevenness, giving the complexion a smooth, vibrant look.Features: Truly natural and/or organic cosmetics, certified to NATRUE and/or BDIH standardsFree from synthetic fragrances and preservativesFree from mineral oils, parabens, silicone and PEGVeganDermatologically tested for sensitive skinWherever possible, all raw materials come from controlled organic or Demeter cultivation and are recovered under fair conditionsIngredients: Water (Aqua), Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Anthyllis Vulneraria Extract, Cocos Nu  fera (Coconut) Oil, Caprylic/Capric Triglyceride, Glycerin, Cetearyl Alcohol, Punica Granatum Fruit Extract, Prunus Armeniaca (Apricot) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Macadamia Ternifolia Seed Oil, Daucus Carota Sativa (Carrot) Root Extract, Euphorbia Cerifera (Candelilla) Wax, Fragrance (Parfum), Limonene*, Linalool*, Geraniol*,   tronellol*, Benzyl Benzoate*, Benzyl Salicylate*, Farnesol*, Coumarin*,   tral*, Eugenol*, Benzyl Alcohol*, Bentonite, Xanthan Gum, Sodium Cetearyl Sulfate, Silica. [May contain (+/-) Mica,    s (   77491,    77492,    77499), Titanium Di  (   77891), Ultramarines (   77007)].*from natural essential oils ",liquid,foundation,dr hauschka foundation feature pomegranate essence macadamia coconut oil preserve moisture content skin offer protection available five shade foundation cover skin instead balance unevenness giving complexion smooth vibrant look feature truly natural organic cosmetic certified natrue bdih standardsfree synthetic fragrance preservativesfree mineral oil parabens silicone pegvegandermatologically tested sensitive skinwherever possible raw material come controlled organic demeter cultivation recovered fair conditionsingredients water aqua alcohol simmondsia chinensis jojoba seed oil anthyllis vulneraria extract coco nu  fera coconut oil caprylic capric triglyceride glycerin cetearyl alcohol punica granatum fruit extract prunus armeniaca apricot kernel oil butyrospermum parkii shea butter macadamia ternifolia seed oil daucus carota sativa carrot root extract euphorbia cerifera candelilla wax fragrance parfum limonene linalool geraniol   tronellol benzyl benzoate benzyl salicylate farnesol coumarin   tral eugenol benzyl alcohol bentonite xanthan gum sodium cetearyl sulfate silica may contain mica              titanium di     ultramarine    natural essential oil
e.l.f.,e.l.f. Studio Flawless Finish Foundation,"Achieve a flawless complexion with the silky smooth e.l.f. Studio 
Flawless Finish Foundation. The lightweight and oil-free formula blends 
in naturally for a beautiful semi-matte finish. This liquid foundation 
applies easily and lasts all day for visibly brighter and radiant 
looking skin. Using e.l.f.'s Flawless Finish Foundation not only restores 
uneven skin textures and tones, but most importantly, the SPF 15 
protects your skin against harmful sun damage!Shade Range: 
						
					
					ACTIVE INGREDIENTS:  Octyl Salicylate 2%,   Titanium Di  5.5% INACTIVE INGREDIENTS:
  Water (Aqua), Cyclopentasiloxane, Isododecane, Hydrogenated 
Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polyglyceryl-4 
Isostearate, Polymethyl Methacrylate, Sorbitan Sesquiisostearate, 
Butylene Glycol, Talc, Dimethicone, Disteardimonium Hectorite, Magnesium
 Sulfate, Glycerin, Phenoxyethanol, Synthetic Beeswax, Potassium 
Sorbate, Propylene Carbonate, Boron Nitride, Barium Sulfate, Caprylyl 
Glycol
May Contain:    s (   77491,    77492,    77499)

					
				",liquid,foundation,achieve flawless complexion silky smooth studio flawless finish foundation lightweight oil free formula blend naturally beautiful semi matte finish liquid foundation applies easily last day visibly brighter radiant looking skin using flawless finish foundation restores uneven skin texture tone importantly spf protects skin harmful sun damage shade range active ingredient octyl salicylate titanium di  inactive ingredient water aqua cyclopentasiloxane isododecane hydrogenated polyisobutene cetyl peg ppg dimethicone polyglyceryl isostearate polymethyl methacrylate sorbitan sesquiisostearate butylene glycol talc dimethicone disteardimonium hectorite magnesium sulfate glycerin phenoxyethanol synthetic beeswax potassium sorbate propylene carbonate boron nitride barium sulfate caprylyl glycol may contain             
maybelline,Maybelline Dream Liquid Mousse,"Airbrushed perfection made possible:Air-whipped liquid makeup for 100% poreless skin

Breakthrough finish cushions and smooths for the most flawless, luminous coverage
Lightweight air-whipped formula blends to virtually eliminate pores and imperfections
Innovative shade-match pump makes finding your perfect shade a dream 
",liquid,foundation,airbrushed perfection made possible air whipped liquid makeup poreless skin breakthrough finish cushion smooth flawless luminous coverage lightweight air whipped formula blend virtually eliminate pore imperfection innovative shade match pump make finding perfect shade dream
maybelline,Maybelline FIT ME! Matte + Poreless Foundation,"Maybelline FIT ME! Matte + Poreless Foundation goes beyond  skin tone
 matching to fit the unique texture issues of normal to oily skin for 
the ultimate natural skin fit.

While some foundations can exaggerate pores and oily skin, only Maybelline's 
pore-minimizing foundation contains their genius blurring micro-powders 
that erase pores and absorb oil for a naturally matte and 
poreless-looking finish.Dermatologist and allergy tested.  Does not clog pores. Oil-free.

  
",liquid,foundation,maybelline fit matte poreless foundation go beyond skin tone matching fit unique texture issue normal oily skin ultimate natural skin fit foundation exaggerate pore oily skin maybelline pore minimizing foundation contains genius blurring micro powder erase pore absorb oil naturally matte poreless looking finish dermatologist allergy tested clog pore oil free
revlon,Revlon ColorStay Makeup for Combination / Oily Skin,"Revlon ColorStay Makeup  provides longwearing coverage with a lightweight 
formula that won’t cake, fade, or rub off.  With Time Release Technology
 spe  fically formulated for combination or oily skin to control oil 
absorption and shine.  Your look stays flawless throughout the day. Features: Makeup feels comfortable and wears up to 24 hours.Medium to full coverage.Comes in a great range of beautiful shades. 
",liquid,foundation,revlon colorstay makeup provides longwearing coverage lightweight formula cake fade rub time release technology spe  fically formulated combination oily skin control oil absorption shine look stay flawless throughout day feature makeup feel comfortable wear hour medium full coverage come great range beautiful shade
l'oreal,L'Oreal Paris True Match Super Blendable Makeup ,"True Match Super-Blendable Makeup pre  sely matches your skin’s tone 
and texture and coordinates perfectly with True Match Powder, Blush and 
Concealer. Formulated with Pre  se Match Technology so you can control 
coverage and fine-tune it.The ultra-pure formula contains no oils, 
fragrances, or pore-clogging fillers, so all you see is beautiful, 
radiant, flawless skin.
Features:Finish: NaturalCoverage: Light to mediumSkin Type: For all skin types",liquid,foundation,true match super blendable makeup pre  sely match skin tone texture coordinate perfectly true match powder blush concealer formulated pre  se match technology control coverage fine tune ultra pure formula contains oil fragrance pore clogging filler see beautiful radiant flawless skin feature finish naturalcoverage light mediumskin type skin type
maybelline,Maybelline Fit Me Foundation with SPF,"It’s face makeup that fits you!Features: No oils, no waxes, no nonsenseNatural, Light to medium coverage that leaves skin the way it was meant to be. Fresh, breathing, flawless.Exclusive transluscent base and lightweight pigments allow skin’s natural highs and lows to show through.New shades formulated spe  fically for women of color contain 
revolutionary 5-D pigment technology to balance your skin’s authentic 
tones and highlights.SPF 18",liquid,foundation,face makeup fit feature oil wax nonsensenatural light medium coverage leaf skin way meant fresh breathing flawless exclusive transluscent base lightweight pigment allow skin natural high low show new shade formulated spe  fically woman color contain revolutionary pigment technology balance skin authentic tone highlight spf
pure anada,Pure Anada Smooth & Conceal Liquid Foundation,"Smooth and conceal fine lines and imperfections with this 
moisturizing, full coverage formula from Pure Anada. A non-greasy texture with the 
skin-loving benefits of virgin, organic coconut oil. Infused with Argan
 & Sea Buckthorn, this truly is superfood for your skin!
Apply directly to clean, moisturized skin, making sure to blend well.
For less coverage, you may mix the foundation with your favorite moisturizer.Shade Range: Arctic Alabaster -  A porcelain shade of foundation for the very lightest of skin tones. A white shade of foundation slight pink undertones, Arctic Alabaster is perfect for people who can never find a foundation light enough for their complexion.Beige in Banff - This is a medium shade of foundation for a lady who has a deep pink complexion.  It also blends well on tanned Caucasian skin with beige, (as opposed to gold) undertones.Prairie Rose - This is a cool beige shade in the light range. It suites the fair complexion that has obvious pink undertones.Atlantic Bisque - A popular fair shade of foundation due to its balanced beige undertones.Sunkissed Canadian - This shade is perfect for a fair complexion with a bit of a ""pink"" tan! It has warm rose, rather than gold undertones. Our most popular shade!Pa  fic Tan - A neutral shade that exudes more bronze than golden tones for women with tanned complexions.Ivory Chinook - This is a warm neutral shade that looks very natural on a variety of light skin types. It helps tone down redness and even skin tone. Soft Wheat - This is a warm neutral shade that is darker than Ivory Chinook. Its warm undertones help tone down redness and even skin tone.Amber Honey - This foundation suits Caucasian women with very dark, golden tanned skin. Because of it's high concentration of yellow pigment, it can also be worn by certain ethnic groups.Flaxen Field - A cool, olive shade of foundation for light to medium skin tones. It is perfect for people who find other shades too ""orange"". Suitable for some Asian complexions.Niagara Fawn - A cool olive shade of foundation for medium to deep skin tones.  For deep olive, tanned complexions and many other ethni  ties.Cappuc  no - A deep, warm olive foundation.Swiss Chocolate - A neutral chocolate brown that suits many deep skin tonesEbony - A deep brown/black shade of foundation for the darkest of skin tones.Ingredients: Water (Aqua), Caprylic / Capric 
Triglyceride, (Derived from Coconut), Cetearyl Olivate, Sorbitan 
Olivate, Simmondsia Chinensis (Organic Jojoba) Seed Oil, Cocos Nu  fera 
(Virgin Organic Coconut Oil), Ri  nus Communis (Castor Seed Oil), 
Argania Spinosa (Argan Oil), Hippophae Rhamnoides (Sea Buckthorn), Cetyl
 Alcohol, Mica, Titanium Di , Zinc  ,    s, Ultramarines,
 Sorbitol, Leuconostoc/Radish Root Ferment Filtrate",liquid,foundation,smooth conceal fine line imperfection moisturizing full coverage formula pure anada non greasy texture skin loving benefit virgin organic coconut oil infused argan sea buckthorn truly superfood skin apply directly clean moisturized skin making sure blend well le coverage may mix foundation favorite moisturizer shade range arctic alabaster porcelain shade foundation lightest skin tone white shade foundation slight pink undertone arctic alabaster perfect people never find foundation light enough complexion beige banff medium shade foundation lady deep pink complexion also blend well tanned caucasian skin beige opposed gold undertone prairie rose cool beige shade light range suite fair complexion obvious pink undertone atlantic bisque popular fair shade foundation due balanced beige undertone sunkissed canadian shade perfect fair complexion bit pink tan warm rose rather gold undertone popular shade pa  fic tan neutral shade exudes bronze golden tone woman tanned complexion ivory chinook warm neutral shade look natural variety light skin type help tone redness even skin tone soft wheat warm neutral shade darker ivory chinook warm undertone help tone redness even skin tone amber honey foundation suit caucasian woman dark golden tanned skin high concentration yellow pigment also worn certain ethnic group flaxen field cool olive shade foundation light medium skin tone perfect people find shade orange suitable asian complexion niagara fawn cool olive shade foundation medium deep skin tone deep olive tanned complexion many ethni  ty cappuc  no deep warm olive foundation swiss chocolate neutral chocolate brown suit many deep skin tonesebony deep brown black shade foundation darkest skin tone ingredient water aqua caprylic capric triglyceride derived coconut cetearyl olivate sorbitan olivate simmondsia chinensis organic jojoba seed oil coco nu  fera virgin organic coconut oil ri  nus communis castor seed oil argania spinosa argan oil hippophae rhamnoides sea buckthorn cetyl alcohol mica titanium di  zinc       ultramarine sorbitol leuconostoc radish root ferment filtrate
e.l.f.,e.l.f. Studio Tinted Moisturizer,"Achieve even skin tone 
and naturally radiant skin with this moisturizing sheer tint of color.  
The smooth formula enhances your complexion with the nourishing key 
ingredients Aloe, Cucumber and Vitamins A, C & E.Shades: 
						
					
					ACTIVE: Benzophenone-3, Ethylhexyl Isopalmitate, Titanium Di . 
INACTIVE: Water, Mineral Oil, Cyclomethicone, C12-15 Alkyl Benzoate, 
Propylene Glycol, Dimethicone, Steareth-21 Cetearyl Alcohol, 
Ceteareth-2, Glyceryl Stearate, Xanthan Gum, Methylparaben, 
Propylparabem, Tocopherol(VE), Retinyl Acetate(VA), Ascorbyk 
Palmitate(VC), Aloe Barbadensis (Aloe Vera) Leaf Juice, Cucumis Sativus 
(Cucumber) Fruit Extract, MAY CONTAIN:    s (   77491,    77492, 
   77499), Titanium Di  (   77891)
					
				",liquid,foundation,achieve even skin tone naturally radiant skin moisturizing sheer tint color smooth formula enhances complexion nourishing key ingredient aloe cucumber vitamin shade active benzophenone ethylhexyl isopalmitate titanium di  inactive water mineral oil cyclomethicone alkyl benzoate propylene glycol dimethicone steareth cetearyl alcohol ceteareth glyceryl stearate xanthan gum methylparaben propylparabem tocopherol retinyl acetate va ascorbyk palmitate vc aloe barbadensis aloe vera leaf juice cucumis sativus cucumber fruit extract may contain              titanium di    
almay,Almay Intense i-Color Everyday Neutrals for Blue Eyes,"Almay Intense i-Color Everyday Neutrals are expertly coordinated palettes to make your eyes look brighter, bolder and more beautiful.Features:Perfectly enhances your eye color for every occasionEye-shaped palette allows for easy applicationCrease-resistant for all-day wearOphthalmologist testedSuitable for sensitive eyesHow to Apply:Apply bottom shade all over lidBlend the center shade into the creaseSweep top shade on to brow bone to highlight",,eyeshadow,almay intense color everyday neutral expertly coordinated palette make eye look brighter bolder beautiful feature perfectly enhances eye color every occasioneye shaped palette allows easy applicationcrease resistant day wearophthalmologist testedsuitable sensitive eyeshow apply apply bottom shade lidblend center shade creasesweep top shade brow bone highlight
covergirl,CoverGirl Trunaked Eyeshadow Palettes in Roses,"CoverGirl Trunaked Eyeshadow Palettes feature universally flattering, neutral shades that are made to be blended together, so you can mix and match colors and always look flawless. Features:Each eye shadow palette comes with 8 shadesEach shade is highly pigmentedEndless possibilities for neutral daytime to dramatic nighttime looks",palette,eyeshadow,covergirl trunaked eyeshadow palette feature universally flattering neutral shade made blended together mix match color always look flawless feature eye shadow palette come shadeseach shade highly pigmentedendless possibility neutral daytime dramatic nighttime look
e.l.f.,e.l.f. Studio Baked Eyeshadow Trio ,"Three gorgeously coordinated colors come together to create a stunning 
look. Baked in an oven, these eyeshadows offer rich pigmentation for a 
beautiful effect. Infused with active key ingredients Jojoba, Rose, 
Sunflower, Apricot and Grape to nourish and hydrate the skin. The 
long-lasting and shimmering color can be worn wet for a vibrant effect 
or dry for sheer pigmentation, offering a variety of gorgeous eye looks!Ingredients: Mica, Talc, Bismuth Oxychloride, 
Ethylhexyl Palmitate, Paraffinum Liquidum (mineral oil), Dimethicone, 
Magnesium Aluminum Silicate, Tocopheryl Acetate, Simmondsia Chinensis 
(Jojoba) Seed Oil, Rosa Canina (Rose Hip) Fruit Oil, Helianthus Annuus 
(Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Vitis 
Vinifera (Grape) Seed Oil, Phenoxyethanol, Methylparaben. May Contain: 
Titanium Di  (   77891),    s (   77491 ,    77492 ,    
77499), Ultramarine Violet (   77077), Manganese Violet (   77742), 
Ferric Ferrocyanide (   77510), Tin   (   77861), Yellow No.5 Lake 
(   19140), Red No.40 Lake (   16035), Blue No.1 Lake (   42090). ",,eyeshadow,three gorgeously coordinated color come together create stunning look baked oven eyeshadow offer rich pigmentation beautiful effect infused active key ingredient jojoba rose sunflower apricot grape nourish hydrate skin long lasting shimmering color worn wet vibrant effect dry sheer pigmentation offering variety gorgeous eye look ingredient mica talc bismuth oxychloride ethylhexyl palmitate paraffinum liquidum mineral oil dimethicone magnesium aluminum silicate tocopheryl acetate simmondsia chinensis jojoba seed oil rosa canina rose hip fruit oil helianthus annuus sunflower seed oil prunus armeniaca apricot kernel oil vitis vinifera grape seed oil phenoxyethanol methylparaben may contain titanium di                  ultramarine violet    manganese violet    ferric ferrocyanide    tin      yellow lake    red lake    blue lake   
l'oreal,L'Oreal Colour Riche La Palette Nude in Nude 02,"Inspired by makeup designers 'Must Have' palettes, the L'Oreal La Palette Nude 
offers everything you need to master the art of nude eyeshadow. Get Makeup 
Designer Nude looks curated exclusively for each palette with step by 
step instructions and live tutorials!Features: 10 highly pigmented shades range 
from light to dark to flatter every skin tone in 3 shadow finishes: 
shimmery satin, buttery matte & lustrous sheenEye-designer brush & mirror for effortless application


		",palette,eyeshadow,inspired makeup designer must palette oreal la palette nude offer everything need master art nude eyeshadow get makeup designer nude look curated exclusively palette step step instruction live tutorial feature highly pigmented shade range light dark flatter every skin tone shadow finish shimmery satin buttery matte lustrous sheeneye designer brush mirror effortless application
dr. hauschka,Dr. Hauschka Eye Shadow ,Dr. Hauschka Eyeshadow Solos incorporate the finest mineral pigments with real silk to create make-up that is kind to the delicate skin on your eyes.  Nine gentle tones enhance the natural beauty of your eyes.  Added medi  nal plant extracts nurture the sensitive skin around your eyes for added radiance and shine.,,eyeshadow,dr hauschka eyeshadow solo incorporate finest mineral pigment real silk create make kind delicate skin eye nine gentle tone enhance natural beauty eye added medi  nal plant extract nurture sensitive skin around eye added radiance shine
maybelline,Maybelline Expert Wear Eye Shadow Quad ,"Easy to use, lots to choose!Maybelline Expert Wear Eye Shadow 
Quads have 4 coordinating shades with step by step application guide 
makes shadow easier than ever. The eyeshadows glide on effortlessly with
 superior smoothness and the velvet-tip applicator blends without 
tugging or pulling. Safe for sensitive eyes and contact lens wearers, 
ophthalmologist-tested.For best results sweep the brush 4 times:Apply base color. Sweep shade on lid. Contour crease and blend. Line around eye. ",,eyeshadow,easy use lot choose maybelline expert wear eye shadow quad coordinating shade step step application guide make shadow easier ever eyeshadow glide effortlessly superior smoothness velvet tip applicator blend without tugging pulling safe sensitive eye contact lens wearer ophthalmologist tested best result sweep brush time apply base color sweep shade lid contour crease blend line around eye
